x7	y7
20.65768621	102.023175
20.681458	102.023175
20.70522979	102.023175
20.72900158	102.023175
20.75277337	102.023175
20.77654516	102.023175
20.80031696	102.023175
20.82408875	102.023175
20.84786054	101.8690615
20.87163233	101.8690615
20.89540412	101.7149479
20.91917591	101.5608344
20.9429477	101.5608344
20.96671949	101.4067208
20.99049128	101.2526073
21.01426307	101.0984937
21.03803486	101.0984937
21.06180665	100.7902666
21.08557845	100.636153
21.10935024	100.4820395
21.13312203	100.0196988
21.15689382	99.40324457
21.18066561	98.78679034
21.2044374	98.17033611
21.22820919	97.70799543
21.25198098	97.24565476
21.27575277	96.62920053
21.29952456	95.08806496
21.32329635	94.47161073
21.34706814	89.69409044
21.37083993	88.92352266
21.39461173	87.22827353
21.41838352	86.92004641
21.44215531	86.45770574
21.4659271	85.99536507
21.48969889	85.68713795
21.51347068	85.53302439
21.53724247	85.22479728
21.56101426	85.07068372
21.58478605	84.76245661
21.60855784	84.30011593
21.63232963	83.6836617
21.65610142	83.37543459
21.67987322	82.6048668
21.70364501	66.26882971
21.7274168	65.65237548
21.75118859	59.17960607
21.77496038	57.94669761
21.79873217	57.02201626
21.82250396	56.25144847
21.84627575	55.7891078
21.87004754	55.32676713
21.89381933	54.86442646
21.91759112	52.24449598
21.94136291	51.78215531
