x8	y8
21.96513471	50.08690618
21.9889065	49.6245655
22.01267829	48.39165704
22.03645008	48.08342993
22.06022187	47.92931637
22.08399366	47.62108926
22.10776545	47.15874858
22.13153724	46.3881808
22.15530903	45.92584012
22.17908082	45.61761301
22.20285261	45.46349945
22.2266244	45.30938589
22.25039619	45.00115878
22.27416799	44.84704522
22.29793978	44.69293166
22.32171157	44.38470455
22.34548336	44.23059099
22.36925515	43.92236388
22.39302694	43.61413676
22.41679873	43.30590965
22.44057052	42.68945542
22.46434231	42.07300119
22.4881141	41.91888763
22.51188589	41.61066052
22.53565768	41.45654696
22.55942948	41.3024334
22.58320127	41.14831984
22.60697306	40.99420629
22.63074485	40.68597917
22.65451664	40.53186561
22.67828843	40.06952494
22.70206022	39.60718427
22.72583201	39.45307071
22.7496038	39.29895715
22.77337559	39.1448436
22.79714738	38.99073004
22.82091917	38.83661648
22.84469096	38.68250292
22.86846276	38.52838937
22.89223455	38.37427581
22.91600634	38.22016225
22.93977813	38.06604869
22.96354992	37.91193514
22.98732171	37.75782158
23.0110935	37.60370802
23.03486529	37.44959446
23.05863708	37.29548091
23.08240887	37.14136735
23.10618066	36.98725379
23.12995245	36.98725379
23.15372425	36.98725379
23.17749604	36.98725379
23.20126783	36.83314023
23.22503962	36.83314023
23.24881141	36.67902668
23.2725832	36.67902668
23.29635499	36.52491312
23.32012678	36.37079956
23.34389857	36.216686
23.36767036	36.06257245
23.39144215	36.06257245
23.41521394	35.75434533
23.43898574	35.60023177
23.46275753	35.44611822
23.48652932	35.29200466
23.51030111	35.1378911
23.5340729	34.82966399
23.55784469	34.67555043
23.58161648	34.21320976
23.60538827	33.75086908
23.62916006	33.59675553
23.65293185	33.44264197
23.67670364	33.28852841
23.70047543	33.13441486
23.72424722	32.9803013
23.74801902	32.82618774
23.77179081	32.67207418
23.7955626	32.36384707
23.81933439	32.05561995
23.84310618	31.59327928
23.86687797	31.13093861
23.89064976	30.97682505
23.91442155	30.66859794
23.93819334	30.51448438
23.96196513	30.36037082
23.98573692	30.20625726
24.00950871	30.05214371
24.03328051	29.89803015
24.0570523	29.74391659
24.08082409	29.58980303
24.10459588	29.43568948
24.12836767	29.28157592
24.15213946	29.12746236
24.17591125	28.9733488
24.19968304	28.81923525
24.22345483	28.66512169
24.24722662	28.51100813
24.27099841	28.35689457
24.2947702	28.20278102
24.31854199	28.04866746
24.34231379	27.8945539
24.36608558	27.74044034
24.38985737	27.58632679
24.41362916	27.43221323
24.43740095	27.27809967
24.46117274	26.96987256
24.48494453	26.50753188
24.50871632	26.04519121
24.53248811	25.89107765
24.5562599	25.7369641
24.58003169	25.7369641
24.60380348	25.58285054
24.62757528	25.58285054
24.65134707	25.42873698
24.67511886	25.42873698
24.69889065	25.27462342
24.72266244	25.12050987
24.74643423	24.96639631
24.77020602	24.96639631
24.79397781	24.65816919
24.8177496	24.50405564
24.84152139	24.19582852
24.86529318	23.73348785
24.88906497	23.27114718
24.91283677	23.11703362
24.93660856	23.11703362
24.96038035	22.96292006
24.98415214	22.96292006
25.00792393	22.8088065
25.03169572	22.65469295
25.05546751	22.50057939
25.0792393	22.34646583
25.10301109	22.19235227
25.12678288	22.03823872
25.15055467	21.88412516
25.17432646	21.88412516
25.19809825	21.88412516
25.22187005	21.7300116
25.24564184	21.7300116
25.26941363	21.7300116
25.29318542	21.57589805
25.31695721	21.42178449
25.340729	21.42178449
25.36450079	21.26767093
25.38827258	21.11355737
25.41204437	20.95944382
25.43581616	20.95944382
25.45958795	20.80533026
25.48335974	20.80533026
25.50713154	20.6512167
25.53090333	20.6512167
25.55467512	20.6512167
25.57844691	20.49710314
25.6022187	20.49710314
25.62599049	20.49710314
25.64976228	20.34298959
25.67353407	20.34298959
25.69730586	20.34298959
25.72107765	20.18887603
25.74484944	20.03476247
25.76862123	20.03476247
25.79239302	19.88064891
25.81616482	19.72653536
25.83993661	19.5724218
25.8637084	19.5724218
25.88748019	19.41830824
25.91125198	19.26419468
25.93502377	19.11008113
25.95879556	19.11008113
25.98256735	18.95596757
26.00633914	18.80185401
26.03011093	18.80185401
26.05388272	18.80185401
26.07765451	18.80185401
26.10142631	18.64774045
26.1251981	18.64774045
26.14896989	18.4936269
26.17274168	18.33951334
26.19651347	18.33951334
26.22028526	18.18539978
26.24405705	18.03128622
26.26782884	18.03128622
26.29160063	17.87717267
26.31537242	17.72305911
26.33914421	17.72305911
26.362916	17.56894555
26.3866878	17.41483199
26.41045959	17.41483199
26.43423138	17.26071844
26.45800317	17.26071844
26.48177496	17.10660488
26.50554675	16.95249132
26.52931854	16.95249132
26.55309033	16.79837776
26.57686212	16.64426421
26.60063391	16.64426421
26.6244057	16.49015065
26.64817749	16.33603709
26.67194928	16.18192353
26.69572108	15.87369642
26.71949287	15.71958286
26.74326466	15.41135575
26.76703645	15.25724219
26.79080824	15.25724219
26.81458003	15.10312863
26.83835182	15.10312863
26.86212361	14.94901507
26.8858954	14.79490152
26.90966719	14.64078796
26.93343898	14.4866744
26.95721077	14.33256084
26.98098257	14.17844729
27.00475436	14.02433373
27.02852615	13.71610661
27.05229794	13.56199306
27.07606973	13.25376594
27.09984152	13.09965238
27.12361331	13.09965238
27.1473851	12.94553883
27.17115689	12.79142527
27.19492868	12.79142527
27.21870047	12.63731171
27.24247226	12.63731171
27.26624405	12.48319815
27.29001585	12.48319815
27.31378764	12.3290846
27.33755943	12.17497104
27.36133122	11.86674392
27.38510301	11.71263037
27.4088748	11.40440325
27.43264659	11.25028969
27.45641838	11.09617614
27.48019017	11.09617614
27.50396196	10.94206258
27.52773375	10.78794902
27.55150554	10.78794902
27.57527734	10.63383547
27.59904913	10.47972191
27.62282092	10.32560835
27.64659271	10.17149479
27.6703645	10.01738124
27.69413629	9.863267678
27.71790808	9.70915412
27.74167987	9.555040563
27.76545166	9.400927005
27.78922345	9.246813448
27.81299524	8.938586333
27.83676703	8.784472776
27.86053883	8.784472776
27.88431062	8.630359218
27.90808241	8.476245661
27.9318542	8.322132103
27.95562599	8.168018546
27.97939778	8.168018546
28.00316957	8.168018546
28.02694136	8.168018546
28.05071315	8.013904988
28.07448494	8.013904988
28.09825673	8.013904988
28.12202852	8.013904988
28.14580031	8.013904988
28.16957211	7.859791431
28.1933439	7.859791431
28.21711569	7.859791431
28.24088748	7.705677873
28.26465927	7.705677873
28.28843106	7.551564316
28.31220285	7.397450758
28.33597464	7.243337201
28.35974643	7.089223643
28.38351822	7.089223643
28.40729001	6.935110086
28.4310618	6.780996528
28.4548336	6.780996528
28.47860539	6.626882971
28.50237718	6.626882971
28.52614897	6.472769414
28.54992076	6.472769414
28.57369255	6.472769414
28.59746434	6.472769414
28.62123613	6.472769414
28.64500792	6.318655856
28.66877971	6.318655856
28.6925515	6.318655856
28.71632329	6.164542299
28.74009508	6.164542299
28.76386688	6.010428741
28.78763867	5.702201626
28.81141046	5.393974511
28.83518225	5.239860954
28.85895404	5.239860954
28.88272583	5.085747396
28.90649762	5.085747396
28.93026941	5.085747396
28.9540412	4.931633839
28.97781299	4.931633839
29.00158478	4.777520281
29.02535657	4.777520281
29.04912837	4.623406724
29.07290016	4.469293166
29.09667195	4.315179609
29.12044374	4.315179609
29.14421553	4.161066052
29.16798732	4.006952494
29.19175911	4.006952494
29.2155309	3.852838937
29.23930269	3.698725379
29.26307448	3.544611822
29.28684627	3.390498264
29.31061806	3.236384707
29.33438986	3.082271149
29.35816165	2.928157592
29.38193344	2.774044034
29.40570523	2.619930477
29.42947702	2.465816919
29.45324881	2.311703362
29.4770206	2.157589805
29.50079239	2.003476247
29.52456418	2.003476247
29.54833597	1.84936269
29.57210776	1.695249132
29.59587955	1.695249132
29.61965134	1.541135575
29.64342314	1.387022017
29.66719493	1.387022017
29.69096672	1.23290846
29.71473851	1.078794902
29.7385103	1.078794902
29.76228209	1.078794902
29.78605388	0.924681345
29.80982567	0.924681345
29.83359746	0.924681345
29.85736925	0.770567787
29.88114104	0.770567787
29.90491283	0.61645423
29.92868463	0.462340672
29.95245642	0.462340672
29.97622821	0.308227115
30	0.154113557
